LOCATION	TIME_UNIT	MEAN_AGE	NO_TAXA	LAT	LONG	NO_HYP_TAXA	MEAN_HYP
10942	Barstovian-2	13.65	12	43.613739	-116.237651	12	1.833
10943	Barstovian-2	13.65	2	43.613739	-116.237651	2	1.5
10944	Barstovian-2	13.65	2	43.613739	-116.237651	2	2
10891	Arikareean-1	29.05	2	46.666111	-121.071111	2	1
10892	Arikareean-2	25.55	2	46.666111	-121.071111	2	1
10893	Barstovian-2	13.65	1	45.742778	-120.215833	1	2
10945	Barstovian-1	15.4	1	42.393611	-112.120278	1	2
10950	Blancan-Early	3.7	7	43.613739	-116.237651	7	2.143
10952	Blancan-Late	2.2	6	43.613739	-116.237651	6	2.167
10894	Clarendonian-3	9.55	4	46.340833	-120.191111	4	2.5
10896	Hemphillian-4	5.4	1	47.0425	-122.893056	1	3
10897	Hemphillian-4	5.4	2	46.409444	-119.261944	2	2.5
10898	Blancan-Early	3.7	6	47.0425	-122.893056	6	1.667
10900	Blancan-Early	3.7	6	47.0425	-122.893056	6	2.167
10901	Bridgerian-3	46.6	2	44.930833	-123.028889	2	1
10902	Uintan-2	43.3	10	44.930833	-123.028889	10	1
10905	Whitneyan-2	30.7	4	44.930833	-123.028889	4	1
10906	Whitneyan-2	30.7	6	44.930833	-123.028889	6	1
10907	Arikareean-1	29.05	6	44.664722	-119.667778	6	1
10908	Arikareean-1	29.05	6	44.930833	-123.028889	6	1
10909	Arikareean-2	25.55	10	44.930833	-123.028889	10	1
10910	Arikareean-3	21.25	13	44.930833	-123.028889	13	1
10911	Arikareean-3	21.25	8	44.76	-121.295	8	1
10912	Arikareean-3	21.25	1	44.930833	-123.028889	1	1
10913	Arikareean-4	19.15	10	44.930833	-123.028889	10	1
10914	Hemingfordian-1	18.15	10	44.930833	-123.028889	10	1.2
10915	Hemingfordian-1	18.15	6	44.930833	-123.028889	6	1.5
10916	Barstovian-1	15.4	19	44.492222	-119.535833	19	1.526
10919	Barstovian-1	15.4	5	42.451389	-119.321944	5	1.8
10920	Barstovian-1	15.4	10	43.473611	-117.781389	10	1.8
10922	Barstovian-2	13.65	7	43.452222	-117.453333	7	2.286
10955	Orellan-1	33.55	1	33.056667	-112.046667	1	3
10967	Blancan-Early	3.7	3	34.56167	-112.38278	3	3
10968	Blancan-Early	3.7	11	33.448457	-112.073844	11	2.182
10969	Blancan-Early	3.7	8	32.11361	-109.92111	8	2.125
10970	Blancan-Early	3.7	6	32.11361	-109.92111	6	2.167
10971	Blancan-Early	3.7	7	33.448457	-112.073844	7	2.143
10972	Blancan-Late	2.2	5	32.11361	-109.92111	5	2.6
10973	Blancan-Late	2.2	3	33.448457	-112.073844	3	2.333
10974	Blancan-Late	2.2	7	32.11361	-109.92111	7	2.286
10976	Blancan-Early	3.7	6	33.101667	-109.268611	6	2.5
10978	Blancan-Early	3.7	2	33.448457	-112.073844	2	2.5
10979	Blancan-Early	3.7	4	31.537778	-110.826389	4	2.75
10981	Blancan-Late	2.2	9	33.448457	-112.073844	9	2.111
10982	Blancan-Early	3.7	2	33.448457	-112.073844	2	3
10983	Blancan-Late	2.2	6	33.448457	-112.073844	6	2.333
10984	Blancan-Late	2.2	3	33.448457	-112.073844	3	3
10985	Blancan-Late	2.2	2	33.448457	-112.073844	2	3
10987	Blancan-Late	2.2	10	33.448457	-112.073844	10	2
10992	Wasatchian-7	51.35	1	39.739167	-104.984722	1	1
10993	Wasatchian-6	52.85	4	39.739167	-104.984722	4	1
10994	Wasatchian-7	51.35	8	39.739167	-104.984722	8	1
10995	Bridgerian-1	49.45	13	39.739167	-104.984722	13	1
10996	Bridgerian-1	49.45	1	39.739167	-104.984722	1	1
11007	Wasatchian-6	52.85	13	36.08333333	-107	13	1
11008	Wasatchian-6	52.85	2	35.33333333	-106.0833333	2	1
11009	Duchesnean	38.5	4	35.25	-106.0833333	4	1
11010	Bridgerian-1	49.45	1	33.75	-106.8333333	1	1
11011	Duchesnean	38.5	3	34.33333333	-108.5833333	3	1
11012	Bridgerian-3	46.6	2	34.061667	-106.899444	2	1
11013	Duchesnean	38.5	1	36.41666667	-107.8333333	1	1
11014	Chadronian-1	36.75	2	36.41666667	-107.8333333	2	1
11015	Chadronian-1	36.75	2	33.14	-107.19	2	1.5
11016	Arikareean-3	21.25	3	36.207222	-106.318611	3	1.667
11018	Arikareean-4	19.15	1	35.4575	-106.809444	1	3
11019	Hemingfordian-1	18.15	3	35.5	-106.75	3	2.333
11020	Hemingfordian-1	18.15	7	35.6	-106.75	7	2.143
11021	Hemingfordian-2	16.75	2	35.7	-106.75	2	2.5
10957	Arikareean-3	21.25	1	32.72528	-114.62361	1	3
11022	Barstovian-1	15.4	1	35.592778	-106.67	1	3
11023	Barstovian-2	13.65	3	35.458056	-106.7525	3	2
11025	Clarendonian-2	11.1	3	35.458056	-106.765278	3	2.667
11028	Blancan-Late	2.2	5	32.5	-109	5	2.4
11030	Hemingfordian-2	16.75	11	35.91666	-106.16666	11	1.909
11031	Barstovian-1	15.4	1	35.667222	-105.964444	1	3
11032	Barstovian-1	15.4	24	35.978333	-105.988333	24	2.167
11033	Barstovian-2	13.65	4	36.146944	-106.243056	4	2
11034	Barstovian-2	13.65	27	35.824722	-105.978611	27	2
11035	Barstovian-2	13.65	4	35.667222	-105.964444	4	2
11037	Barstovian-2	13.65	15	36.078611	-106.086389	15	2.267
11038	Barstovian-2	13.65	6	36.390833	-106.044167	6	2
11040	Clarendonian-2	11.1	5	36.171667	-106.089167	5	2.6
11041	Clarendonian-2	11.1	3	35.667222	-105.964444	3	2.333
11043	Clarendonian-1	12.3	1	35.686944	-105.937778	1	2
11044	Clarendonian-3	9.55	3	35.686944	-105.937778	3	2
11045	Blancan-Late	2.2	1	35.279444	-106.971111	1	3
11047	Hemphillian-1	8.3	5	34.795278	-106.6925	5	2.6
11048	Clarendonian-2	11.1	22	35.955	-106.120833	22	2.182
11049	Hemphillian-1	8.3	4	35.91666	-106.16666	4	2.75
11050	Hemphillian-2	7.2	9	36.114167	-105.978889	9	2.444
11051	Hemphillian-3	6.35	1	35.992222	-106.047222	1	3
11052	Hemphillian-4	5.4	2	35.667222	-105.964444	2	3
11053	Blancan-Early	3.7	5	35.667222	-105.964444	5	2.8
11054	Hemphillian-4	5.4	1	35.5	-106.41667	1	3
11055	Blancan-Late	2.2	6	35.667222	-105.964444	6	2.5
11056	Blancan-Late	2.2	3	35.667222	-105.964444	3	2.667
11057	Hemphillian-2	7.2	1	35.667222	-105.964444	1	1
11058	Blancan-Early	3.7	4	35.667222	-105.964444	4	2
11059	Blancan-Early	3.7	6	33.08333	-107.25	6	2.5
11060	Blancan-Early	3.7	4	35.667222	-105.964444	4	2.5
11061	Blancan-Early	3.7	5	35.667222	-105.964444	5	2.6
11062	Blancan-Late	2.2	3	34.16667	-106.91667	3	2.333
11063	Blancan-Late	2.2	4	35.667222	-105.964444	4	2
11064	Irvingtonian-1	1.375	4	35.667222	-105.964444	4	2.5
11065	Blancan-Early	3.7	5	35.667222	-105.964444	5	2
11066	Blancan-Early	3.7	3	35.667222	-105.964444	3	2
11067	Blancan-Late	2.2	2	35.667222	-105.964444	2	2.5
11069	Irvingtonian-1	1.375	5	35.667222	-105.964444	5	2.2
11070	Irvingtonian-1	1.375	4	35.667222	-105.964444	4	2.5
11071	Blancan-Late	2.2	1	35.667222	-105.964444	1	3
11072	Blancan-Late	2.2	4	33.25	-107.25	4	2.5
11074	Blancan-Early	3.7	2	35.667222	-105.964444	2	3
11075	Blancan-Early	3.7	4	35.667222	-105.964444	4	2.75
11077	Tiffanian-3	58.25	1	29.81185	-103.2517	1	1
11078	Tiffanian-5	56.8	1	29.81185	-103.2517	1	1
11084	Wasatchian-7	51.35	1	30.267222	-97.763889	1	1
11085	Uintan-1	45.05	1	30.267222	-97.763889	1	1
11086	Uintan-3	41.4	6	27.56	-99.4333	6	1
11087	Uintan-2	43.3	11	29.81185	-103.2517	11	1
11088	Uintan-1	45.05	1	30.267222	-97.763889	1	1
11089	Uintan-3	41.4	10	29.81185	-103.2517	10	1
11090	Duchesnean	38.5	8	30.267222	-97.763889	8	1
11091	Duchesnean	38.5	5	30.267222	-97.763889	5	1
11092	Chadronian-1	36.75	6	30.267222	-97.763889	6	1.167
11093	Uintan-3	41.4	9	29.561389	-104.366389	9	1
11094	Duchesnean	38.5	17	29.561389	-104.366389	17	1.059
11095	Chadronian-1	36.75	9	29.561389	-104.366389	9	1.333
11096	Chadronian-2	36.1	10	29.561389	-104.366389	10	1.4
11099	Arikareean-3	21.25	9	29.16666667	-103.5	9	1.444
11100	Arikareean-3	21.25	4	29.329167	-104.032222	4	1.5
11101	Clarendonian-1	12.3	3	30.267222	-97.763889	3	3
11102	Clarendonian-1	12.3	4	30.267222	-97.763889	4	3
11103	Hemphillian-1	8.3	5	29.2775	-103.053611	5	2.6
11104	Hemphillian-2	7.2	3	33.420833	-101.474722	3	3
11106	Blancan-Late	2.2	6	30.267222	-97.763889	6	2.167
10959	Hemingfordian-1	18.15	1	33.448457	-112.073844	1	2
11107	Blancan-Late	2.2	7	30.75	-105	7	2.143
11109	Chadronian-1	36.75	8	29	-105	8	1.125
11111	Hemingfordian-2	16.75	1	30	-111.16666	1	3
11123	Hemphillian-3	6.35	2	28.63	-106.08	2	2.5
11135	Hemphillian-4	5.4	11	28.5	-108.25	11	2.636
11140	Blancan-Early	3.7	2	28.25	-108	2	3
11141	Blancan-Early	3.7	3	28.75	-108.25	3	2.333
11142	Blancan-Early	3.7	5	28	-107.25	5	2.2
10961	Clarendonian-2	11.1	2	35.198333	-109.228333	2	3
10963	Hemphillian-4	5.4	6	34.613611	-113.535833	6	2.667
11153	Clarendonian-2	11.1	15	35.643333	-101.905	15	2.4
11155	Hemphillian-1	8.3	15	36.094444	-99.928333	15	2.2
11156	Hemphillian-1	8.3	15	35.683611	-102.329722	15	2.467
11157	Hemphillian-3	6.35	14	35.993333	-100.588333	14	2.214
11158	Hemphillian-4	5.4	2	35.4823	-97.5352	2	3
11159	Blancan-Early	3.7	5	32.518611	-96.380833	5	2.4
11161	Blancan-Late	2.2	9	34.97	-101.9	9	2.556
11162	Clarendonian-2	11.1	25	35.065833	-100.909722	25	2.2
11163	Clarendonian-2	11.1	1	35.105	-100.739444	1	3
11164	Hemphillian-2	7.2	13	36.233889	-100.096389	13	2.231
11165	Hemphillian-2	7.2	15	35.733056	-100.523611	15	2.4
11166	Hemphillian-3	6.35	7	34.9625	-101.1925	7	2.429
11167	Hemphillian-4	5.4	12	34.952778	-101.494722	12	2.25
11168	Blancan-Late	2.2	11	29.910577	-95.060882	11	2.273
11184	Barstovian-1	15.4	4	38.555605	-121.468926	4	1.5
11202	Blancan-Early	3.7	3	32.715	-117.1625	3	2.333
11178	Hemingfordian-2	16.75	1	44.930833	-123.028889	1	1
